holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical,temperature_categorical
None,255.91,0.0,0.0,64,Snow,light snow,12/23/2013 12:00,4769,high,low
None,298.7,0.0,0.0,1,Clear,sky is clear,6/27/2015 19:00,3590,medium,high
None,297.56,0.0,0.0,0,Clear,Sky is Clear,7/20/2013 6:00,1581,low,high
None,276.42,0.0,0.0,90,Rain,light rain,3/23/2017 23:00,1354,very low,medium
None,261.99,0.0,0.0,1,Snow,light snow,2/1/2017 8:00,5890,very high,low
None,276.78,0.0,0.0,1,Mist,mist,11/4/2016 5:00,2475,low,medium
None,292.09,0.0,0.0,1,Clear,sky is clear,5/16/2013 12:00,5017,high,high
None,282.55,0.0,0.0,1,Clear,sky is clear,10/22/2017 3:00,365,very low,medium
None,273.09,0.0,0.0,5,Mist,mist,11/26/2016 20:00,2548,low,medium
None,265.55,0.25,0.0,90,Rain,light rain,2/15/2014 15:00,3670,medium,low
None,269.47,0.0,0.0,64,Mist,mist,11/8/2013 0:00,643,very low,low
None,290.64,0.0,0.0,1,Clear,sky is clear,9/4/2017 10:00,3320,medium,medium
None,288.43,0.0,0.0,1,Clear,sky is clear,9/14/2016 20:00,2895,low,medium
None,279.65,0.0,0.0,87,Mist,mist,10/19/2012 6:00,5162,high,medium
None,292.63,0.0,0.0,64,Clouds,broken clouds,8/9/2016 5:00,2999,medium,high
None,278.653,0.0,0.0,64,Clouds,broken clouds,10/31/2016 5:00,2623,low,medium
None,298.85,0.0,0.0,40,Clouds,scattered clouds,9/12/2016 13:00,4398,high,high
None,268.48,0.0,0.0,90,Snow,light snow,2/17/2018 7:00,1831,low,low
None,265.67,0.0,0.0,64,Clouds,broken clouds,11/29/2013 9:00,3107,medium,low
None,277.58,0.0,0.0,90,Drizzle,drizzle,3/27/2016 0:00,1064,very low,medium
None,274.28,0.0,0.0,1,Clear,sky is clear,4/21/2018 8:00,3392,medium,medium
None,289.23,0.0,0.0,75,Clouds,broken clouds,9/11/2015 13:00,5188,high,medium
None,288.53,0.0,0.0,0,Clear,Sky is Clear,8/3/2013 5:00,918,very low,medium
None,282.23,0.0,0.0,0,Clear,Sky is Clear,10/2/2015 23:00,1737,low,medium
None,279.27,0.0,0.0,20,Clouds,few clouds,3/13/2014 22:00,3180,medium,medium
None,287.4,0.0,0.0,20,Clouds,few clouds,11/9/2016 13:00,4587,high,medium
None,304.09,0.0,0.0,20,Clouds,few clouds,9/16/2018 18:00,3701,medium,high
None,287.9,0.0,0.0,92,Rain,moderate rain,5/11/2014 20:00,3115,medium,medium
None,272.95,0.0,0.0,90,Clouds,overcast clouds,2/23/2017 17:00,6257,very high,medium
None,296.15,0.0,0.0,5,Clear,sky is clear,5/4/2018 13:00,5557,high,high
None,268.81,0.0,0.0,90,Snow,light snow,12/5/2017 2:00,278,very low,low
None,275.72,0.0,0.0,1,Clear,sky is clear,3/10/2014 5:00,2478,low,medium
None,298.35,0.0,0.0,75,Clouds,broken clouds,8/12/2017 18:00,4448,high,high
None,289.95,0.0,0.0,75,Clouds,broken clouds,5/8/2017 12:00,4609,high,medium
None,297.59,0.0,0.0,40,Clouds,scattered clouds,5/16/2013 16:00,6592,very high,high
None,265.53,0.0,0.0,75,Mist,mist,12/15/2012 8:00,2407,low,low
None,289.15,0.0,0.0,80,Clouds,broken clouds,9/23/2016 10:00,4261,medium,medium
None,293.66,0.0,0.0,75,Mist,mist,6/9/2018 12:00,4257,medium,high
None,273.0,0.0,0.0,90,Mist,mist,3/31/2018 4:00,352,very low,medium
None,274.08,0.0,0.0,75,Clouds,broken clouds,3/2/2018 13:00,5390,high,medium
None,283.81,0.0,0.0,90,Clouds,overcast clouds,4/3/2017 13:00,4716,high,medium
None,263.44,0.0,0.0,75,Clouds,broken clouds,12/30/2012 0:00,1195,very low,low
None,283.41,0.0,0.0,1,Clear,sky is clear,9/30/2015 20:00,2997,medium,medium
None,286.15,0.0,0.0,75,Drizzle,drizzle,10/6/2017 21:00,2904,low,medium
None,291.84,0.0,0.0,20,Haze,haze,5/2/2016 18:00,4148,medium,high
None,265.01,0.0,0.0,20,Clouds,few clouds,3/8/2014 4:00,433,very low,low
None,284.39,0.25,0.0,90,Rain,light rain,3/31/2014 15:00,5431,high,medium
None,274.42,0.0,0.0,90,Clouds,overcast clouds,4/28/2017 1:00,498,very low,medium
None,293.84,0.0,0.0,75,Clouds,broken clouds,8/8/2017 22:00,2007,low,high
None,292.62,0.0,0.0,75,Clouds,broken clouds,10/18/2017 18:00,5119,high,high
None,260.01,0.0,0.0,5,Clear,sky is clear,2/7/2018 11:00,4466,high,low
None,260.35,0.0,0.0,1,Clear,sky is clear,2/3/2017 0:00,802,very low,low
None,273.46,0.28,0.0,90,Rain,light rain,4/3/2014 16:00,5835,very high,medium
None,287.18,0.0,0.0,20,Clouds,few clouds,11/19/2012 14:00,5118,high,medium
None,298.89,0.0,0.0,40,Clouds,scattered clouds,7/3/2017 20:00,2690,low,high
None,275.55,0.0,0.0,75,Clouds,broken clouds,11/14/2013 2:00,255,very low,medium
Christmas Day,257.95,0.0,0.0,1,Clear,sky is clear,12/25/2017 0:00,1092,very low,low
None,262.28,0.0,0.0,1,Clear,sky is clear,3/22/2014 4:00,373,very low,low
None,276.15,0.0,0.0,90,Mist,mist,3/24/2017 4:00,818,very low,medium
None,296.73,1.02,0.0,75,Squall,SQUALLS,7/27/2016 14:00,4211,medium,high
None,277.46,0.0,0.0,40,Clouds,scattered clouds,5/4/2014 8:00,2058,low,medium
None,293.35,0.0,0.0,75,Clouds,broken clouds,8/13/2017 12:00,4161,medium,high
None,265.46,0.0,0.0,64,Snow,light snow,1/3/2014 17:00,5439,high,low
None,253.33,0.0,0.0,85,Clouds,overcast clouds,2/1/2013 14:00,5518,high,low
None,274.75,0.0,0.0,1,Clear,sky is clear,3/21/2017 16:00,6657,very high,medium
None,273.28,0.0,0.17,90,Snow,light snow,1/8/2016 1:00,359,very low,medium
None,275.34,0.0,0.0,90,Drizzle,light intensity drizzle,12/16/2012 13:00,3657,medium,medium
None,280.24,0.0,0.0,90,Clouds,overcast clouds,11/10/2012 19:00,3128,medium,medium
None,297.68,0.0,0.0,5,Clear,sky is clear,8/12/2018 10:00,3534,medium,high
None,280.23,0.0,0.0,40,Clouds,scattered clouds,5/8/2016 7:00,1623,low,medium
None,262.94,0.0,0.0,75,Clouds,broken clouds,12/13/2013 4:00,773,very low,low
None,291.55,0.0,0.0,1,Mist,mist,7/27/2017 3:00,395,very low,medium
None,263.15,0.0,0.0,20,Clouds,few clouds,2/22/2014 16:00,3567,medium,low
None,274.82,0.0,0.0,90,Drizzle,light intensity drizzle,11/30/2016 7:00,5610,high,medium
None,273.42,0.0,0.0,1,Clear,sky is clear,2/15/2018 3:00,353,very low,medium
None,281.27,0.0,0.0,75,Clouds,broken clouds,10/5/2015 4:00,870,very low,medium
None,296.58,1.02,0.0,90,Mist,mist,7/24/2016 3:00,3,very low,high
None,268.68,0.0,0.0,90,Clouds,overcast clouds,12/24/2015 19:00,2134,low,low
None,281.64,0.0,0.0,90,Mist,mist,10/6/2013 19:00,3459,medium,medium
None,283.81,0.0,0.0,40,Clouds,scattered clouds,10/8/2017 6:00,880,very low,medium
None,297.11,0.0,0.0,1,Clear,sky is clear,7/2/2013 10:00,4597,high,high
None,259.26,0.0,0.0,90,Clouds,overcast clouds,2/15/2014 9:00,3583,medium,low
None,274.95,0.0,0.0,90,Snow,light snow,11/30/2016 8:00,5681,high,medium
None,295.36,0.0,0.0,1,Clear,sky is clear,5/4/2018 12:00,5528,high,high
None,279.28,0.0,0.0,1,Mist,mist,5/4/2017 5:00,2786,low,medium
None,257.77,0.0,0.0,1,Clear,sky is clear,1/15/2013 5:00,2432,low,low
None,281.03,0.0,0.0,1,Clear,sky is clear,4/22/2016 23:00,2181,low,medium
None,262.65,18.8,0.0,64,Rain,very heavy rain,12/16/2013 19:00,2755,low,low
None,285.65,0.0,0.0,1,Clear,sky is clear,11/1/2015 15:00,4365,medium,medium
None,284.13,0.0,0.0,40,Clouds,scattered clouds,11/19/2012 11:00,4564,high,medium
None,263.09,0.0,0.0,90,Clouds,overcast clouds,2/8/2014 14:00,4494,high,low
None,270.969,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 6:00,5668,high,low
None,297.6,0.0,0.0,40,Clouds,scattered clouds,8/16/2015 10:00,3621,medium,high
None,282.87,0.0,0.0,1,Clear,sky is clear,11/6/2016 1:00,539,very low,medium
None,300.22,0.0,0.0,1,Clear,sky is clear,7/9/2017 18:00,3870,medium,high
None,301.02,0.0,0.0,40,Clouds,scattered clouds,8/20/2017 15:00,4392,high,high
None,292.15,0.0,0.0,1,Clear,sky is clear,7/3/2013 22:00,2474,low,high
None,299.95,0.0,0.0,8,Clear,sky is clear,8/8/2016 14:00,4748,high,high
None,275.12,0.0,0.0,1,Clear,sky is clear,4/3/2013 18:00,4649,high,medium
None,286.36,0.0,0.0,90,Rain,moderate rain,5/25/2013 23:00,1875,low,medium
None,261.95,0.0,0.0,90,Snow,light snow,2/11/2016 12:00,5115,high,low
None,275.72,0.0,0.0,90,Snow,light snow,3/30/2018 13:00,5589,high,medium
None,264.84,0.0,0.0,64,Clouds,broken clouds,12/20/2013 13:00,5477,high,low
None,296.41,0.0,0.0,1,Clear,sky is clear,7/8/2017 11:00,4213,medium,high
None,289.13,0.92,0.0,90,Rain,light rain,4/19/2014 18:00,3476,medium,medium
None,267.65,0.0,0.0,90,Snow,light snow,12/14/2017 19:00,3397,medium,low
None,287.47,0.0,0.0,1,Clear,sky is clear,5/24/2013 21:00,2738,low,medium
None,280.64,0.0,0.0,75,Clouds,broken clouds,4/19/2014 9:00,3405,medium,medium
None,284.57,0.0,0.0,88,Clouds,overcast clouds,5/7/2014 5:00,2870,low,medium
None,291.07,0.0,0.0,1,Clear,sky is clear,7/28/2018 9:00,3457,medium,medium
None,293.04,2.75,0.0,90,Rain,moderate rain,5/31/2014 23:00,1917,low,high
None,274.75,0.0,0.0,90,Snow,light snow,3/17/2017 23:00,2314,low,medium
None,288.28,0.0,0.0,40,Clouds,scattered clouds,10/2/2012 9:00,5545,high,medium
None,278.74,0.0,0.0,90,Clouds,overcast clouds,4/5/2013 3:00,329,very low,medium
None,275.94,0.0,0.0,90,Rain,light rain,4/13/2018 8:00,5894,very high,medium
None,274.79,0.0,0.0,90,Snow,light snow,3/5/2018 3:00,486,very low,medium
None,267.36,0.0,0.0,90,Clouds,overcast clouds,12/22/2017 19:00,3464,medium,low
None,280.43,0.0,0.0,90,Drizzle,drizzle,11/18/2016 6:00,5506,high,medium
None,299.6,0.0,0.0,1,Haze,haze,9/7/2015 15:00,4383,high,high
None,264.02,0.0,0.0,90,Clouds,overcast clouds,1/18/2013 21:00,2669,low,low
None,282.4240000000001,0.0,0.0,80,Clouds,broken clouds,10/29/2016 6:00,1470,low,medium
None,300.78,0.0,0.0,36,Clouds,scattered clouds,8/1/2015 13:00,3485,medium,high
None,292.15,0.0,0.0,90,Mist,mist,6/27/2018 4:00,898,very low,high
None,291.73,0.0,0.0,1,Clear,sky is clear,4/29/2018 20:00,3026,medium,medium
None,294.03,0.0,0.0,75,Clouds,broken clouds,5/21/2013 19:00,3175,medium,high
None,292.57,0.0,0.0,1,Clear,sky is clear,5/16/2018 9:00,5122,high,high
None,295.37,0.0,0.0,0,Clear,Sky is Clear,8/14/2013 13:00,5585,high,high
None,294.46,0.0,0.0,0,Clear,Sky is Clear,8/19/2013 22:00,1730,low,high
None,296.15,0.0,0.0,90,Clouds,overcast clouds,9/18/2013 16:00,6807,very high,high
None,294.98,0.0,0.0,1,Clear,sky is clear,7/20/2015 4:00,909,very low,high
None,257.86,0.0,0.0,64,Mist,mist,12/10/2013 2:00,257,very low,low
None,290.95,0.0,0.0,75,Clouds,broken clouds,8/5/2017 22:00,3096,medium,medium
None,274.48,0.0,0.0,90,Drizzle,light intensity drizzle,12/25/2016 18:00,2148,low,medium
None,273.89,0.0,0.0,90,Snow,heavy snow,4/19/2013 3:00,313,very low,medium
None,273.35,0.0,0.0,90,Mist,mist,4/19/2013 15:00,5616,high,medium
None,272.08,0.0,0.0,90,Snow,heavy snow,4/12/2013 9:00,5197,high,low
None,293.35,0.0,0.0,1,Mist,mist,7/19/2017 9:00,5100,high,high
None,296.6,0.0,0.0,20,Clouds,few clouds,7/23/2014 10:00,4913,high,high
None,277.34,0.0,0.0,90,Clouds,overcast clouds,4/23/2013 0:00,460,very low,medium
None,276.52,0.0,0.0,40,Clouds,scattered clouds,10/9/2012 5:00,2678,low,medium
None,268.56,0.0,0.0,75,Fog,fog,2/27/2018 9:00,5093,high,low
None,297.62,0.0,0.0,75,Clouds,broken clouds,8/28/2015 15:00,5914,very high,high
None,298.28,0.0,0.0,90,Rain,light rain,7/25/2017 20:00,2874,low,high
None,300.53,0.25,0.0,36,Rain,light rain,6/24/2013 17:00,5918,very high,high
None,293.16,0.0,0.0,90,Rain,light rain,7/7/2016 2:00,411,very low,high
None,279.02,0.0,0.0,1,Clear,sky is clear,5/19/2017 7:00,6490,very high,medium
None,260.71,0.0,0.0,75,Clouds,broken clouds,1/15/2013 20:00,2828,low,low
None,270.79,0.0,0.0,90,Clouds,overcast clouds,2/28/2013 22:00,2191,low,low
None,276.65,0.0,0.0,40,Clouds,scattered clouds,3/27/2018 14:00,5374,high,medium
None,255.55,0.0,0.0,90,Clouds,overcast clouds,1/18/2016 14:00,4738,high,low
None,290.55,0.0,0.0,1,Mist,mist,6/24/2018 5:00,614,very low,medium
None,294.08,0.0,0.0,40,Clouds,scattered clouds,7/10/2016 0:00,1376,very low,high
None,269.59,0.0,0.0,90,Clouds,overcast clouds,1/30/2014 3:00,382,very low,low
None,284.13,0.0,0.0,75,Clouds,broken clouds,10/20/2012 17:00,5125,high,medium
None,287.74,0.0,0.0,0,Clear,Sky is Clear,8/5/2013 1:00,436,very low,medium
None,264.37,0.0,0.0,5,Clear,sky is clear,4/1/2018 10:00,3306,medium,low
None,288.75,0.0,0.0,1,Clear,sky is clear,8/25/2016 4:00,914,very low,medium
None,248.38,0.0,0.0,1,Clear,sky is clear,1/23/2014 1:00,266,very low,low
None,293.4,0.0,0.0,1,Clear,sky is clear,7/29/2015 8:00,5299,high,high
None,299.79,0.0,0.0,5,Clear,sky is clear,9/14/2017 20:00,3381,medium,high
None,275.79,0.0,0.0,90,Mist,mist,1/12/2013 13:00,4556,high,medium
None,293.49,0.0,0.0,1,Clear,sky is clear,5/17/2018 0:00,684,very low,high
None,263.29,0.0,0.0,1,Mist,mist,3/9/2018 6:00,5349,high,low
None,288.38,0.0,0.0,75,Clouds,broken clouds,6/1/2016 22:00,1922,low,medium
None,296.38,0.0,0.0,0,Clear,Sky is Clear,6/17/2016 18:00,4865,high,high
None,288.54,0.0,0.0,1,Clear,sky is clear,5/5/2018 4:00,399,very low,medium
None,284.22,0.0,0.0,90,Rain,moderate rain,4/18/2017 10:00,4352,medium,medium
None,291.25,0.0,0.0,75,Mist,mist,7/6/2016 7:00,5951,very high,medium
None,293.22,0.0,0.0,1,Clear,sky is clear,3/8/2016 14:00,5349,high,high
None,275.13,0.0,0.0,1,Clear,sky is clear,10/16/2015 4:00,815,very low,medium
None,294.0,0.0,0.0,40,Clouds,scattered clouds,7/17/2018 1:00,407,very low,high
None,288.81,0.0,0.0,90,Mist,mist,8/3/2017 7:00,5801,high,medium
None,304.94,0.0,0.0,1,Clear,sky is clear,8/14/2015 18:00,4377,high,high
None,282.58,0.0,0.0,75,Mist,mist,3/15/2016 20:00,2831,low,medium
None,293.57,7.11,0.0,92,Rain,heavy intensity rain,6/14/2016 12:00,4999,high,high
None,296.86,0.0,0.0,90,Rain,light rain,7/17/2017 22:00,1709,low,high
None,278.42,0.0,0.0,1,Clear,sky is clear,4/29/2018 2:00,601,very low,medium
None,295.08,0.0,0.0,90,Rain,light rain,7/26/2017 9:00,5034,high,high
None,288.34,0.0,0.0,1,Fog,fog,7/19/2017 7:00,6447,very high,medium
None,292.39,0.0,0.0,1,Clear,sky is clear,8/21/2015 9:00,4933,high,high
None,291.58,0.0,0.0,1,Clear,sky is clear,7/8/2015 21:00,3133,medium,medium
None,292.11,0.25,0.0,90,Rain,light rain,7/10/2016 9:00,3062,medium,high
None,268.79,0.0,0.0,90,Mist,mist,4/15/2018 23:00,706,very low,low
None,269.86,0.0,0.0,75,Clouds,broken clouds,4/19/2018 8:00,6046,very high,low
None,291.35,0.0,0.0,90,Drizzle,light intensity drizzle,7/20/2018 5:00,2822,low,medium
None,289.81,0.0,0.0,92,Clouds,overcast clouds,10/11/2016 21:00,2091,low,medium
None,285.37,0.0,0.0,1,Clear,sky is clear,5/13/2013 15:00,5794,high,medium
None,288.76,6.6,0.0,90,Mist,mist,5/8/2014 16:00,5902,very high,medium
None,271.76,0.0,0.0,90,Snow,heavy snow,2/12/2013 0:00,522,very low,low
None,262.71,0.0,0.0,90,Mist,mist,3/7/2018 6:00,5670,high,low
None,260.96,0.0,0.0,1,Clear,sky is clear,12/27/2012 19:00,2651,low,low
None,284.04,0.0,0.0,75,Clouds,broken clouds,11/19/2012 20:00,2644,low,medium
None,287.15,0.0,0.0,1,Clear,sky is clear,5/6/2017 23:00,2308,low,medium
None,295.94,0.0,0.0,1,Clear,sky is clear,6/6/2014 10:00,4864,high,high
None,282.74,0.0,0.0,98,Clear,sky is clear,11/12/2012 5:00,2467,low,medium
None,274.55,0.0,0.0,40,Drizzle,drizzle,1/31/2017 3:00,322,very low,medium
None,285.08,0.0,0.0,5,Clear,sky is clear,4/6/2017 15:00,5787,high,medium
None,276.81,0.0,0.0,75,Mist,mist,1/19/2017 15:00,5832,very high,medium
None,279.55,0.0,0.0,90,Clouds,overcast clouds,4/19/2017 7:00,6123,very high,medium
None,292.87,0.0,0.0,40,Rain,light rain,7/18/2015 6:00,1377,very low,high
None,293.18,1.78,0.0,24,Rain,moderate rain,6/23/2013 1:00,804,very low,high
None,293.91,0.0,0.0,40,Clouds,scattered clouds,9/17/2018 8:00,6070,very high,high
None,270.45,0.0,0.0,90,Snow,heavy snow,3/19/2013 7:00,6574,very high,low
None,278.04,0.0,0.0,20,Clouds,few clouds,3/29/2014 14:00,5114,high,medium
None,259.62,0.0,0.0,1,Clear,sky is clear,2/8/2017 23:00,1237,very low,low
None,283.33,0.0,0.0,57,Rain,light rain,10/14/2012 12:00,4076,medium,medium
None,287.21,0.0,0.0,90,Clouds,overcast clouds,10/23/2012 20:00,2963,medium,medium
None,276.22,0.0,0.0,1,Clear,sky is clear,4/10/2016 23:00,1139,very low,medium
None,292.78,0.0,0.0,90,Rain,moderate rain,7/13/2017 1:00,434,very low,high
None,278.58,0.0,0.0,1,Clear,sky is clear,11/29/2017 23:00,2859,low,medium
None,275.02,0.0,0.0,1,Mist,mist,4/1/2013 0:00,556,very low,medium
None,295.36,0.0,0.0,40,Drizzle,drizzle,7/1/2018 4:00,372,very low,high
None,289.35,0.0,0.0,1,Rain,light rain,6/30/2017 7:00,5934,very high,medium
None,288.94,0.0,0.0,75,Rain,moderate rain,8/25/2017 4:00,864,very low,medium
None,280.41,0.0,0.0,90,Clouds,overcast clouds,11/20/2013 10:00,4651,high,medium
None,300.48,0.0,0.0,1,Clear,sky is clear,8/13/2015 15:00,5741,high,high
None,288.22,0.0,0.0,75,Rain,light rain,9/5/2017 19:00,3282,medium,medium
None,289.84,0.0,0.0,92,Clouds,overcast clouds,6/14/2014 4:00,464,very low,medium
None,270.08,0.0,0.0,1,Clear,sky is clear,12/5/2012 17:00,6074,very high,low
None,297.52,0.0,0.0,75,Clouds,broken clouds,7/8/2017 12:00,4442,high,high
None,274.08,0.0,0.0,1,Clear,sky is clear,11/16/2017 23:00,2158,low,medium
None,275.89,0.0,0.0,1,Clear,sky is clear,4/12/2017 4:00,845,very low,medium
None,278.08,0.0,0.0,90,Rain,heavy intensity rain,3/31/2013 5:00,359,very low,medium
None,284.25,0.0,0.0,90,Drizzle,light intensity drizzle,9/25/2018 16:00,6597,very high,medium
None,273.42,0.0,0.0,1,Clear,sky is clear,12/23/2016 7:00,3598,medium,medium
None,284.35,0.0,0.0,90,Drizzle,light intensity drizzle,12/4/2012 10:00,4489,high,medium
None,288.06,0.0,0.0,75,Clouds,broken clouds,6/29/2016 0:00,665,very low,medium
None,273.79,0.0,0.0,90,Mist,mist,4/11/2017 2:00,304,very low,medium
None,293.58,0.0,0.0,90,Clouds,overcast clouds,6/26/2018 12:00,5083,high,high
None,300.22,0.0,0.0,90,Clouds,overcast clouds,7/25/2017 17:00,6022,very high,high
None,253.09,0.0,0.0,64,Clouds,broken clouds,12/11/2013 10:00,4431,high,low
None,255.66,0.0,0.0,64,Clouds,broken clouds,1/1/2014 18:00,2586,low,low
None,284.07,0.0,0.0,40,Clouds,scattered clouds,4/10/2016 19:00,3509,medium,medium
None,266.61,0.0,0.0,1,Clear,sky is clear,12/23/2012 18:00,3071,medium,low
None,289.57,0.0,0.0,40,Clouds,scattered clouds,5/5/2018 9:00,3848,medium,medium
None,279.99,0.0,0.0,1,Clear,sky is clear,5/5/2016 0:00,1219,very low,medium
None,292.52,0.71,0.0,90,Rain,light rain,5/27/2014 8:00,5644,high,high
None,294.69,0.0,0.0,20,Clouds,few clouds,6/5/2018 12:00,5256,high,high
None,299.46,0.0,0.0,88,Clouds,overcast clouds,7/11/2014 17:00,5748,high,high
None,296.71,0.0,0.0,0,Drizzle,light intensity drizzle,7/14/2013 17:00,4133,medium,high
None,268.93,0.0,0.0,90,Mist,mist,1/24/2016 1:00,827,very low,low
None,283.44,0.0,0.0,90,Rain,light rain,10/25/2012 20:00,2856,low,medium
None,267.01,0.0,0.0,90,Clouds,overcast clouds,1/15/2016 14:00,5563,high,low
None,287.81,0.0,0.0,1,Clear,sky is clear,10/11/2013 8:00,5810,high,medium
None,277.08,0.0,0.0,90,Clouds,overcast clouds,10/29/2017 13:00,4264,medium,medium
None,280.01,0.0,0.0,40,Clouds,scattered clouds,11/23/2017 16:00,3212,medium,medium
None,278.62,0.0,0.0,90,Clouds,overcast clouds,4/6/2013 14:00,4877,high,medium
None,283.54,0.0,0.0,1,Clear,sky is clear,4/23/2017 0:00,1378,very low,medium
None,284.83,0.51,0.0,90,Rain,moderate rain,5/10/2016 1:00,343,very low,medium
None,296.15,0.0,0.0,1,Clear,sky is clear,5/14/2017 12:00,4589,high,high
None,266.61,0.0,0.0,75,Clouds,broken clouds,11/26/2013 12:00,5336,high,low
None,292.22,0.0,0.0,75,Haze,haze,7/26/2018 14:00,5264,high,high
None,296.28,0.0,0.0,90,Drizzle,drizzle,9/2/2015 15:00,5934,very high,high
None,292.78,0.0,0.0,40,Clouds,scattered clouds,5/23/2016 4:00,896,very low,high
None,289.22,0.0,0.0,90,Mist,mist,6/11/2017 11:00,3401,medium,medium
None,293.29,0.0,0.0,1,Clear,sky is clear,7/23/2017 2:00,771,very low,high
None,284.82,0.0,0.0,1,Clear,sky is clear,9/8/2018 5:00,830,very low,medium
None,279.27,0.0,0.0,90,Clouds,overcast clouds,10/7/2012 15:00,4429,high,medium
None,294.81,0.0,0.0,90,Rain,moderate rain,8/4/2018 9:00,3477,medium,high
None,300.45,0.0,0.0,40,Clouds,scattered clouds,7/9/2016 17:00,3827,medium,high
None,291.61,0.0,0.0,0,Clear,Sky is Clear,6/20/2016 4:00,884,very low,medium
None,294.76,0.25,0.0,75,Rain,light rain,8/31/2018 0:00,764,very low,high
None,271.48,0.0,0.0,90,Fog,fog,12/3/2012 7:00,6393,very high,low
None,283.86,0.0,0.0,1,Clear,sky is clear,10/13/2015 19:00,3313,medium,medium
None,293.17,0.0,0.0,0,Clear,Sky is Clear,6/10/2016 6:00,5423,high,high
None,275.22,0.0,0.0,90,Clouds,overcast clouds,4/8/2013 8:00,6291,very high,medium
None,302.98,0.0,0.0,20,Clouds,few clouds,6/26/2016 17:00,4271,medium,high
None,299.82,0.0,0.0,1,Clear,sky is clear,7/3/2017 15:00,4942,high,high
None,267.72,0.0,0.0,75,Clouds,broken clouds,3/15/2014 3:00,355,very low,low
None,275.34,0.0,0.0,1,Clear,sky is clear,2/26/2017 15:00,4266,medium,medium
None,281.96,0.0,0.0,1,Clear,sky is clear,4/5/2013 17:00,5823,high,medium
None,294.11,0.0,0.0,1,Rain,light rain,8/9/2015 3:00,407,very low,high
None,250.29,0.0,0.0,5,Clear,sky is clear,12/26/2017 7:00,3203,medium,low
None,294.24,0.28,0.0,90,Mist,mist,7/6/2015 10:00,3821,medium,high
None,250.39,0.0,0.0,90,Clouds,overcast clouds,1/1/2014 2:00,957,very low,low
None,277.78,0.0,0.0,0,Clear,Sky is Clear,5/14/2014 7:00,6715,very high,medium
None,278.75,0.0,0.0,90,Rain,light rain,4/12/2017 8:00,6377,very high,medium
None,263.93,0.0,0.0,1,Fog,fog,1/9/2013 4:00,773,very low,low
None,283.79,0.0,0.0,90,Haze,haze,4/20/2016 6:00,6100,very high,medium
None,294.41,0.0,0.0,75,Clouds,broken clouds,4/8/2017 19:00,3391,medium,high
None,285.64,0.0,0.0,1,Clear,sky is clear,11/9/2016 12:00,4479,high,medium
None,298.23,0.0,0.0,75,Clouds,broken clouds,7/30/2016 19:00,3075,medium,high
None,264.88,0.0,0.0,1,Clear,sky is clear,11/22/2017 1:00,422,very low,low
None,277.01,0.0,0.0,90,Mist,mist,12/6/2015 1:00,733,very low,medium
None,271.22,0.0,0.0,75,Snow,light snow,3/10/2018 10:00,4476,high,low
None,262.01,0.0,0.0,90,Snow,light snow,2/14/2016 8:00,2063,low,low
None,299.34,0.0,0.0,48,Rain,light rain,6/10/2016 18:00,4926,high,high
None,288.5,0.0,0.0,1,Clear,sky is clear,8/26/2015 9:00,5059,high,medium
None,275.21,0.0,0.0,90,Snow,light snow,12/23/2016 11:00,4687,high,medium
None,297.81,0.0,0.0,40,Mist,mist,7/6/2014 10:00,2941,medium,high
None,289.28,0.0,0.0,90,Thunderstorm,proximity thunderstorm,5/1/2018 23:00,1093,very low,medium
None,288.29,0.0,0.0,20,Mist,mist,11/11/2012 18:00,3390,medium,medium
None,274.86,0.0,0.0,20,Clouds,few clouds,11/5/2012 3:00,412,very low,medium
None,282.88,0.0,0.0,40,Mist,mist,4/2/2017 23:00,1017,very low,medium
None,276.43,0.0,0.0,1,Haze,haze,2/18/2016 14:00,5493,high,medium
None,290.22,0.0,0.0,1,Clear,sky is clear,7/16/2014 22:00,2117,low,medium
None,296.83,0.0,0.0,0,Clear,Sky is Clear,8/10/2016 2:00,443,very low,high
None,290.91,0.0,0.0,1,Clear,sky is clear,9/23/2018 11:00,4252,medium,medium
None,288.42,0.0,0.0,1,Clear,sky is clear,5/17/2018 5:00,2935,medium,medium
